y,x.1,x.2,x.3,x.4,x.5,x.6,x.7,x.8,x.9,x.10,x.11,x.12,x.13,x.14,x.15,x.16,x.17,x.18,x.19,x.20,x.21,x.22,x.23,x.24,x.25,x.26,x.27,x.28,x.29,x.30,x.31,x.32,x.33,x.34,x.35,x.36,x.37,x.38,x.39,x.40,x.41,x.42,x.43,x.44,x.45,x.46,x.47,x.48,x.49,x.50,x.51,z.1,z.2,z.3,z.4,z.5,z.6,z.7,z.8,z.9,z.10,grp,time
10.07543347,1,1.549337632,1.095463271,1.249924292,1.496050166,1.641817103,1.697824351,1.419086781,0.764437637,1.267993377,1.319993246,1.633822587,0.724439845,2.650207007,0.597626496,-0.717485332,0.138619935,1.44773534,1.913313135,1.469940708,2.557267448,-0.288099819,-0.102662226,0.931398437,1.595776696,1.952552004,0.41875416,-0.651323674,1.774899123,2.086795067,3.059521146,1.92971027,0.555836541,0.240051506,1.348174001,0.831694931,1.95594048,-0.242675023,0.801941032,-1.183349483,1.786824901,0.302495397,0.223457843,0.961996911,0.540170393,1.097584408,1.18855633,2.106483346,2.046809788,1.016896059,0.636013364,1,1.549337632,1.095463271,1.249924292,1.496050166,1.641817103,1.697824351,1.419086781,0.764437637,1.267993377,4,2
7.29898622,1,0.605398553,2.201213594,0.935551705,1.488831653,1.817064631,1.343071764,2.056038587,0.323319126,0.643773374,1.31879695,0.185908921,1.563144078,0.250816679,0.509205916,1.336932193,1.197381469,0.111555914,1.879743622,1.046180485,0.931190108,1.390251138,1.915539988,-0.8293631,2.126488376,1.010061732,2.982863069,0.604561513,1.584377139,1.404228561,0.486492455,2.974368413,1.890816188,0.771671371,0.364784002,1.067587019,1.920557239,1.240362186,2.008565072,0.060757505,-0.537549902,-1.041119545,-0.018825578,1.180439015,1.724584082,-0.493590839,0.270425438,0.801951608,0.262571092,-0.322716878,1.084474972,1,0.605398553,2.201213594,0.935551705,1.488831653,1.817064631,1.343071764,2.056038587,0.323319126,0.643773374,4,3
11.35980602,1,0.641426766,-0.022786506,1.889934579,2.08994481,1.485239952,1.158547903,0.768461894,-0.404748862,1.519289323,3.036632074,2.280195116,0.107724143,1.927270451,2.9311337,0.275417083,0.610823613,0.405803167,1.837294919,0.928158616,1.763092142,0.459943024,2.703285467,1.97665552,0.740003178,1.865719529,1.514917083,1.279382873,2.227797826,1.984662687,1.047285558,1.341873096,1.350566514,1.537883489,0.714528322,-0.176209393,1.813638164,0.435490013,0.735196201,1.147098205,-0.042487921,2.313518614,-0.406988167,1.238079785,1.012136815,2.907775402,0.644711921,-1.376230901,1.306742224,2.525394088,1.780933972,1,0.641426766,-0.022786506,1.889934579,2.08994481,1.485239952,1.158547903,0.768461894,-0.404748862,1.519289323,5,1
4.776548952,1,-0.059019803,0.699857101,0.829433653,0.810012909,0.881114137,2.376291224,1.21678375,3.17575692,0.457110882,2.505133164,0.08931533,1.826356085,-1.557355234,1.419583227,0.307669257,0.648729792,2.402793848,0.353539621,0.095373146,0.38327635,1.170898051,0.003538221,0.533682159,-0.071449197,-0.172787626,1.641474511,2.171696826,0.83836248,1.301557491,0.913549955,2.026976882,0.692116566,1.696962333,1.609216728,2.70047134,0.894306521,-0.335838595,0.461831602,0.383326456,0.335215114,0.440622327,1.821544185,2.025405534,3.672799194,1.153003531,2.772229605,0.207928845,0.732481998,1.333114083,1.263593161,1,-0.059019803,0.699857101,0.829433653,0.810012909,0.881114137,2.376291224,1.21678375,3.17575692,0.457110882,5,2
9.749820702,1,2.218529392,-0.8416126,1.999741085,-0.053139969,2.280580512,0.928195957,0.21777075,-0.137242474,1.287838461,-0.027563984,1.685525983,1.866583142,1.341922057,2.672293257,0.798794909,0.838803439,-0.592996003,1.402958157,-0.106024764,1.310607755,0.218017426,1.53869696,0.234813636,2.140599237,0.299371382,0.960324638,-0.096573774,1.882342236,1.782818991,0.449555667,0.662366108,1.808604759,1.935394647,1.466258007,1.824371024,1.04517914,-0.399389236,1.623334589,0.60420238,1.826899744,0.51905367,0.195849882,2.058262916,1.955982639,0.514843645,0.263185033,1.384097858,1.209067472,1.389190718,-0.419459716,1,2.218529392,-0.8416126,1.999741085,-0.053139969,2.280580512,0.928195957,0.21777075,-0.137242474,1.287838461,5,3
9.539313367,1,2.981895262,1.145230569,2.568187079,-0.567324613,0.583008664,1.771233671,0.215044843,1.152450428,1.343760074,2.214708312,0.897775558,-0.229461048,1.730600602,1.549164433,1.652937281,1.185016326,1.517381505,3.206018269,1.054986546,0.468957301,2.272716461,0.547399328,-0.309139298,0.02836501,-0.19464074,1.09991211,1.00773014,1.090791219,-1.037276796,-0.314493769,1.059823227,1.898629378,-0.249072126,1.667474467,1.772636209,1.916016394,-0.060342878,1.521851024,-0.550642484,0.951860459,2.262731046,0.742982892,-0.180435493,2.044388117,-0.14245137,-0.542745047,1.256324496,1.165158243,0.074223741,1.812948497,1,2.981895262,1.145230569,2.568187079,-0.567324613,0.583008664,1.771233671,0.215044843,1.152450428,1.343760074,6,1
14.86340394,1,1.34608663,1.109734384,2.828163655,3.247393781,2.58308913,1.330724831,0.087461271,1.989662238,0.755780272,3.269654708,2.020421695,0.395441792,0.041555222,0.027161688,2.006526764,0.111745459,1.520281951,-0.321829569,0.064874631,0.677001214,1.601742686,0.954282973,1.205890852,-0.612497432,0.378927664,2.185485391,0.331799061,1.244706919,0.843986632,0.812423481,1.393522002,1.627724976,0.674081485,-0.545258827,2.259543824,3.662914605,1.529123339,1.646479246,1.067710498,0.141291638,0.221763669,0.4000332,1.660808178,-0.903574997,0.895907046,0.854384244,0.234311413,1.916665695,2.332236508,1.96270791,1,1.34608663,1.109734384,2.828163655,3.247393781,2.58308913,1.330724831,0.087461271,1.989662238,0.755780272,6,2
3.911462448,1,0.955789711,0.346523676,0.610742364,-0.590150732,1.259068386,0.570680285,0.26695029,2.023588431,2.103570674,3.211136225,1.516501837,0.885581089,0.779609022,0.810232924,0.724134121,0.269846177,0.397394288,0.690617559,-0.352316994,1.467534544,0.416502525,2.778844484,2.375697361,0.315809825,1.825824161,0.384191779,2.109249552,1.072524872,-0.369204402,1.319179155,0.319776595,0.456975178,2.464164546,1.791739779,1.445537247,0.028602303,1.968570574,1.645562354,0.349408926,0.364593258,1.263694825,-0.600542735,1.761056945,0.337909925,0.042236515,-0.013190236,0.985169597,1.205591834,0.395777275,0.834753872,1,0.955789711,0.346523676,0.610742364,-0.590150732,1.259068386,0.570680285,0.26695029,2.023588431,2.103570674,6,3
8.606417656,1,-0.124339922,2.88467143,0.769027091,2.121319081,1.05421474,0.68023631,2.84123336,-0.274983968,0.377785099,-0.795088155,1.007894977,0.658930194,2.37273885,1.761099761,3.035866349,0.801947856,1.767075774,0.481021425,1.566272201,2.64477635,1.24669598,1.111118304,0.640549514,3.201517057,1.932214084,0.262750982,1.737706975,0.887017236,0.352437447,0.234143838,1.677495617,0.585858702,0.477551336,1.114733941,1.601509143,-0.572361104,1.458042204,2.007136062,-0.066786563,1.278703597,0.259049586,3.014162965,3.539521822,0.268182902,0.065968643,3.329593864,0.989333738,1.580979418,1.100413533,0.611086124,1,-0.124339922,2.88467143,0.769027091,2.121319081,1.05421474,0.68023631,2.84123336,-0.274983968,0.377785099,7,1
15.80514509,1,1.876052805,1.139564938,3.336778281,1.371086944,0.763252315,0.551284532,-0.432708635,1.005289312,1.888015813,1.521681175,0.761507541,0.429110394,-0.361922127,1.522174604,0.603112943,0.321634371,1.378439006,1.980291648,2.287152297,-0.03523239,1.488343145,2.02785274,0.927434576,1.972807337,2.922073527,-0.245511827,1.454934369,2.991577828,-0.515379486,1.64361997,1.44160002,2.77788381,2.897894822,-0.237690367,1.259292931,1.91716336,1.669888775,1.674232207,1.172418719,0.856975254,2.154183534,0.334694722,-0.229569693,3.219118829,2.340718932,0.06916183,0.722533947,-0.649492747,-0.422318969,0.03877,1,1.876052805,1.139564938,3.336778281,1.371086944,0.763252315,0.551284532,-0.432708635,1.005289312,1.888015813,7,2
10.58057848,1,-0.596394628,1.244902434,1.663355872,1.141330454,1.5098954,1.726109477,1.626990566,1.733613008,4.037891745,-0.774658229,0.070757429,1.17634577,1.890363262,2.919205868,-0.050999637,3.663701089,0.032499929,1.222039261,1.199475889,1.037946523,3.007573303,1.71513074,1.436625392,1.488304715,-0.129275569,-0.475235385,0.91869105,0.487394909,0.550742167,-1.101690358,0.097674817,0.254799158,0.752991121,0.740063975,2.405305472,-0.083717059,1.930484008,1.432885255,2.023043487,0.874759197,0.668973784,1.698842933,2.241866442,1.258054331,1.323799521,0.750429548,0.641381143,0.714659597,-0.647962286,0.973359648,1,-0.596394628,1.244902434,1.663355872,1.141330454,1.5098954,1.726109477,1.626990566,1.733613008,4.037891745,7,3
7.101730476,1,1.618278843,0.162906452,-0.290201817,1.559379921,-1.771097135,1.001867791,0.991143268,1.094593153,0.803597587,-0.732116989,-0.105147439,0.398096975,1.866352805,1.452214234,-0.382923441,1.70599067,1.376602153,-0.509862924,0.821902966,0.834746177,2.249279081,2.631491158,0.503930772,1.733175179,1.073181834,2.095817638,0.769146707,1.206496486,3.141068691,1.111110173,0.605083606,1.107578098,2.344513536,1.484229934,1.297675315,2.035789501,0.007808687,1.688424263,-0.173079913,2.483206577,0.053266671,1.061225746,2.693942576,0.248739012,1.150690828,2.678311401,1.942884586,-0.140448733,0.516942095,0.128204786,1,1.618278843,0.162906452,-0.290201817,1.559379921,-1.771097135,1.001867791,0.991143268,1.094593153,0.803597587,8,1
8.312606132,1,1.250837278,0.69146285,0.93204037,0.864749973,1.004022638,0.344114274,0.185269443,0.898565522,1.505377796,0.344458921,-1.449195038,0.512019873,2.284376598,2.597912562,1.36162807,1.77890653,0.701591364,1.368348805,1.365652843,1.38412812,3.037227611,1.32075694,-0.054383934,1.154068451,1.341828571,1.054867866,1.107063641,0.752496758,1.01056279,1.134343393,2.275367483,0.761559445,-0.616152221,2.051075886,0.87785951,0.600116771,3.028520705,1.549140389,0.628158916,-0.18245598,1.677381137,-0.034455024,0.120951277,2.044492655,1.941360534,1.27056663,1.194960612,1.634348839,1.339713511,1.080612496,1,1.250837278,0.69146285,0.93204037,0.864749973,1.004022638,0.344114274,0.185269443,0.898565522,1.505377796,8,2
10.46865769,1,0.928763226,-0.451464033,0.274979151,2.081173796,0.641503856,0.474824406,0.614550374,0.726268301,3.244105312,-0.069949401,2.979890857,1.52309091,-0.038346045,2.438581907,1.866910868,1.08643913,2.19745836,0.813708325,2.335708164,0.292214338,-0.765827226,0.183491054,2.150423417,-0.089061578,1.690122803,0.052160668,2.391517073,-0.072740614,0.465762839,0.603522079,1.316082846,0.81669358,0.246747104,0.250765157,2.236584689,-1.597798813,1.051193724,1.297626888,0.986477676,1.632802712,1.161101581,0.92296002,-0.329172664,1.288632634,0.698570293,2.703877297,2.062488114,1.005478758,0.472909524,1.904489354,1,0.928763226,-0.451464033,0.274979151,2.081173796,0.641503856,0.474824406,0.614550374,0.726268301,3.244105312,8,3
12.63809002,1,1.0571701,2.895609901,0.629405839,2.888059282,-0.357298132,-0.130503234,1.245708875,1.16823157,1.563213262,1.444503432,0.395758607,-0.303496579,0.289317397,0.082261913,1.396607764,1.789555923,2.915186267,0.77066085,1.231428996,1.889395034,1.593709327,0.403805499,-0.095379567,1.455322253,-0.698355749,3.025093102,2.960750848,0.502279761,1.476613319,0.395953786,0.099159107,-0.841553484,1.145465148,2.351854513,1.853086949,1.02715879,-0.445960738,0.793586361,-1.177117997,0.394307965,1.728271086,0.232253637,-0.34831715,2.221768998,0.502291543,-0.333184352,0.054407246,0.181397048,1.631074365,1.726176499,1,1.0571701,2.895609901,0.629405839,2.888059282,-0.357298132,-0.130503234,1.245708875,1.16823157,1.563213262,9,1
7.319065512,1,0.634941529,0.245195492,0.230387372,1.808092764,1.129207168,2.160597946,1.594083521,0.351456042,0.417673437,-0.163275983,1.96664953,0.20335132,-0.186410864,2.218613918,1.755705948,-0.392782975,2.174011954,0.127851972,1.14525291,-0.049976874,1.970157662,0.54641269,1.787676848,0.057001265,-0.615794259,1.082543068,-0.130988051,3.478001777,1.954022401,2.666923783,0.58705881,1.885565723,-0.074770346,2.870837979,1.76159177,1.165024183,0.904598766,3.00336868,0.281088355,1.992463808,-0.247823159,-2.996687848,0.872766648,1.276426647,0.932665181,1.1704318,2.039668803,-0.143048754,-0.413354791,-0.061215862,1,0.634941529,0.245195492,0.230387372,1.808092764,1.129207168,2.160597946,1.594083521,0.351456042,0.417673437,9,2
10.09192984,1,0.534282216,1.32962976,2.509526645,1.133021949,1.042211422,1.663746454,-1.557300176,0.219967996,0.550704979,1.38957331,1.357660581,0.751559584,0.043882796,1.046548562,1.497537334,2.179863231,1.727253391,0.412115701,1.230980564,-0.041040688,2.433232999,1.448301353,0.785041698,1.216233765,0.64744194,1.758883998,0.59904412,1.289600797,1.535488778,1.158096998,0.771333288,-0.013133287,2.587321857,1.386622,1.511414336,0.769018574,0.814611215,0.906877982,1.651308575,1.349904585,2.201050014,0.517453745,0.735461183,1.545247805,2.037794256,2.016252154,1.396195162,1.721740851,2.535419125,-0.3322598,1,0.534282216,1.32962976,2.509526645,1.133021949,1.042211422,1.663746454,-1.557300176,0.219967996,0.550704979,9,3
6.621505097,1,-0.878765178,1.262467643,3.343386517,1.304740117,2.527289984,0.812153222,1.621017157,1.54991938,1.090363996,0.922690473,0.344627931,-0.027651028,1.033347442,0.342117282,0.964978575,-0.231638373,2.927043392,1.604065279,3.339586622,-0.826385949,1.876089833,1.42397351,0.55973165,0.209762793,0.447668067,3.096781892,1.366720839,1.066623055,0.59387559,1.499626654,1.398602092,0.786158963,1.684915638,1.771309083,0.674372851,1.341095641,-0.242481889,-0.476506526,2.385413083,1.617233285,1.231356847,0.422182044,0.502377036,1.413065864,1.661578594,0.021970162,1.806934376,1.815663506,0.646164275,2.944996675,1,-0.878765178,1.262467643,3.343386517,1.304740117,2.527289984,0.812153222,1.621017157,1.54991938,1.090363996,10,1
7.963748513,1,2.066743578,2.262993051,2.808034695,2.214602935,1.089422133,0.772926719,1.833341296,2.900304666,2.586663434,1.160094613,1.145489486,-0.894814934,0.617426245,2.638299478,0.373285328,2.825819616,0.796729801,1.7142847,3.121401826,0.423424252,1.480352491,1.554173237,1.019658636,0.782597039,2.378017849,-0.843924386,0.787042172,-0.325908529,0.989093838,0.709660306,0.473326659,0.338397974,0.916287655,1.090205405,2.428753596,1.31801338,-0.210771972,0.632507592,0.930003248,0.24168229,2.622249092,1.382737381,1.144778519,1.012643165,0.44605461,1.644875081,1.091618277,0.628668667,0.60835216,0.772187508,1,2.066743578,2.262993051,2.808034695,2.214602935,1.089422133,0.772926719,1.833341296,2.900304666,2.586663434,10,2
1.579424721,1,-0.083442361,1.57745286,0.468806052,-0.541584657,0.826903274,-0.010641273,2.317546192,-0.147572828,-0.002377792,2.155884959,0.902416395,0.627742319,-0.552532023,1.86115968,1.157468058,0.498051199,-0.010182626,0.561284515,1.572618677,0.422085635,1.748398231,1.626407424,-0.181152129,-0.091041491,2.106915528,1.496575592,1.24575636,0.510501775,-0.198154163,0.418225734,1.151800082,1.813427724,1.685005951,0.795087314,0.758894624,1.076062836,0.191414015,0.398363387,0.733769431,0.158676375,1.083155581,-1.020246879,1.668175559,0.972292634,-0.113326712,2.399735998,1.415397236,3.279054645,1.02030386,2.407420321,1,-0.083442361,1.57745286,0.468806052,-0.541584657,0.826903274,-0.010641273,2.317546192,-0.147572828,-0.002377792,10,3
0.932620643,1,0.785130449,1.717274275,0.761896884,-0.118083246,0.520796476,-0.051469694,0.634385269,2.101747436,0.876240555,0.418328827,1.700854449,1.65036388,1.390571293,2.433427296,1.024882617,2.396517669,1.127220372,0.915611041,3.589193527,0.238468343,-1.09647106,0.299365193,0.637087024,0.888575359,0.813182081,-0.922876245,3.047805073,-0.845798187,0.156787289,1.701641762,-0.139556492,2.883448984,0.149081505,0.994393267,-0.939417989,0.119134018,2.447734204,0.628484512,0.237085044,1.417214838,0.615861602,1.103259615,-0.422154913,2.680647252,1.154109977,1.239163666,0.364249454,2.642331596,0.892484673,0.229573059,1,0.785130449,1.717274275,0.761896884,-0.118083246,0.520796476,-0.051469694,0.634385269,2.101747436,0.876240555,11,1
-0.319619502,1,2.009730006,0.495555936,0.650747637,-0.502893652,0.530317752,1.180912859,0.984660768,2.560592569,2.192595322,-0.248526091,2.304031253,0.592035509,-0.248905332,2.117692185,2.292120622,-0.938823734,0.860852732,1.757501873,0.157362038,2.341842256,2.272688696,2.148075307,0.890536538,3.704167538,0.737704143,0.350918217,2.302725242,1.5965297,1.477001545,1.386156181,1.795357996,2.965245452,1.254637285,0.944988729,1.367621094,-1.511057521,-0.815040418,0.864557884,1.534173511,0.637372884,1.580899029,2.051448625,0.303217943,1.610041714,1.788359848,1.313417739,0.170823684,1.169442822,1.539983116,0.309723429,1,2.009730006,0.495555936,0.650747637,-0.502893652,0.530317752,1.180912859,0.984660768,2.560592569,2.192595322,11,2
5.345261806,1,1.699929582,3.538782965,0.814744127,2.578783835,-0.715465354,0.586864189,0.608371582,2.661888856,2.315676621,2.302030865,1.183390417,0.665796815,-0.898677632,0.721672877,-0.811566773,1.514730682,-0.423802589,0.000425668,1.867739314,0.936638543,1.319587705,0.944884113,2.841154241,3.559247925,1.827417993,1.009373559,1.407088823,0.753044513,0.596715919,-0.458519329,1.984179089,0.939094697,0.412102836,-0.564604553,-0.710727972,0.716836611,2.582529597,0.260366555,0.771228195,-0.339662579,0.530590631,2.008978778,0.18734122,0.631490781,1.036121266,2.162708826,2.052160493,0.329464412,-0.253539911,-0.438261212,1,1.699929582,3.538782965,0.814744127,2.578783835,-0.715465354,0.586864189,0.608371582,2.661888856,2.315676621,11,3
7.535488545,1,2.195179141,0.767501396,0.353384756,1.419421183,1.241468128,1.770024386,0.258621049,1.437303602,-0.21101236,0.176221057,2.512187161,1.983602769,0.526062143,0.682060807,0.364915025,2.317947665,1.374113768,0.598958947,1.468475937,-0.191731909,0.000803148,0.655496953,0.261460662,0.870524187,1.88725901,2.887171274,-0.046930956,1.661718549,0.836529861,1.245134401,0.937662783,0.85938314,1.829565966,0.300699215,1.432487371,1.630348258,0.051780293,1.238158089,0.249225509,0.693158228,0.371560858,1.419981643,-0.202113056,-0.719316322,0.793812512,1.960625116,-0.334543435,0.912569687,0.357025859,0.74405859,1,2.195179141,0.767501396,0.353384756,1.419421183,1.241468128,1.770024386,0.258621049,1.437303602,-0.21101236,12,1
11.24474417,1,2.203168029,2.075103647,2.226530207,2.739521452,1.843155923,0.9666845,1.020646445,1.924264722,0.974674136,0.157916049,2.393685834,1.467067568,0.111131667,2.707226676,1.310249172,1.085019261,1.013611702,0.37397629,1.916340962,0.052392385,-0.122127267,-0.108701514,0.461397398,1.26062269,0.843876959,2.287049929,-0.231660697,2.03024735,1.054259415,1.512204072,1.297481373,2.601091626,1.480092005,1.980183683,-0.524502791,0.412979411,0.004660349,0.951414051,3.445031504,0.240188697,2.716976537,2.680578023,-0.02273381,1.885617946,1.592824709,1.180225625,0.695469834,0.804986104,2.398480429,-0.000104849,1,2.203168029,2.075103647,2.226530207,2.739521452,1.843155923,0.9666845,1.020646445,1.924264722,0.974674136,12,2
